"qkey","education","division","ideology","gender","race","cancul1","crimsent","weight_w92"
201801074829,"High School Graduate","New England","Conservative","Man","White","Punish","About the right amount",0.993519025997064
201801074871,"Postgraduate","New England","Moderate","Man","White","Punish","Too much time",0.429034269955944
201801074876,"College graduate","New England","Liberal","Woman","White","Accountable","Too little time",0.768682368919213
201801074961,"Postgraduate","New England","Very Liberal","Woman","White","Accountable","Too much time",1.01210325338106
201801075004,"College graduate","New England","Very Conservative","Woman","White","Punish","About the right amount",0.776486983464125
201801075012,"Postgraduate","New England","Liberal","Woman","White","Accountable",NA,0.319753179625508
201801075224,"Some College","New England","Moderate","Man","White","Accountable","About the right amount",0.593746002247521
201801075270,"Postgraduate","New England","Very Liberal","Woman","White",NA,"Too much time",0.261473170404675
201801075279,"College graduate","New England","Very Liberal","Woman","White","Accountable","Too little time",0.26901570621429
201801075331,"Some College","New England","Conservative","Woman","White","Accountable","Too little time",0.764070530554112
201801075338,"Some College","New England","Conservative","Woman","White","Accountable","About the right amount",1.547040414496
201801075345,"High School Graduate","New England","Conservative","Woman","White","Punish","About the right amount",1.54748806513912
201801075501,"Some College","New England","Conservative","Man","White","Punish","Too little time",0.806450164014313
201801075525,"Associate's Degree","New England","Moderate","Woman","White","Accountable","Too little time",1.1473893056429
201801075531,"College graduate","New England","Moderate","Refused to Answer","White","Punish","About the right amount",1.0130215853375
201801075543,"Some College","New England","Moderate","Woman","White","Punish","Too little time",0.603607297551862
201801075613,"College graduate","New England","Moderate","Woman","Other","Accountable","Too little time",0.538845606112432
201801075634,"Postgraduate","New England","Liberal","Woman","White","Accountable","Too much time",0.652337134037687
201801075650,"College graduate","New England","Very Conservative","Woman","White","Punish","About the right amount",0.73791731758134
201801075662,"College graduate","New England","Moderate","Man","White","Accountable","Too little time",0.438603787699897
201801075681,"College graduate","New England","Moderate","Man","White","Accountable","Too much time",0.332232807953703
201801075745,"High School Graduate","New England","Moderate","Woman","White","Accountable","About the right amount",2.09346157126004
201801075754,"Some College","New England","Conservative","Man","Refused","Punish","Too much time",1.37555745581744
201801075883,"Associate's Degree","New England","Moderate","Woman","White","Accountable","Too little time",0.961936331161791
201801075946,"College graduate","New England","Moderate","Woman","White","Punish",NA,0.413623422674843
201801075973,"Postgraduate","New England","Very Liberal","Woman","White","Accountable","Too much time",0.316109518408843
201801075984,"Postgraduate","New England","Conservative","Woman","White","Punish","About the right amount",0.495750613991963
201801076049,"Postgraduate","New England","Moderate","Woman","White","Accountable","About the right amount",1.10472424290953
201801076051,"Associate's Degree","New England","Moderate","Man","White","Accountable","Too much time",0.679121050953362
201801076059,"College graduate","New England","Liberal","Woman","White","Accountable","Too little time",0.393184320101547
201801076125,"Associate's Degree","New England","Moderate","Man","White","Punish","About the right amount",0.636504637447648
201801076128,"College graduate","New England","Moderate","Woman","White","Punish","About the right amount",0.669697255422289
201801076144,"College graduate","New England","Conservative","Woman","White","Accountable","About the right amount",0.938563386275961
201801076154,"Some College","New England","Moderate","Man","White","Accountable","About the right amount",0.461707805471356
201801076175,"Postgraduate","South Atlantic","Conservative","Man","White","Punish","Too little time",0.404714327735421
201801076190,"Postgraduate","New England","Liberal","Man","White","Accountable","About the right amount",0.339104009695943
201801076285,"High School Graduate","New England","Liberal","Man","White","Accountable","About the right amount",1.26695207642343
201801076294,"High School Graduate","New England","Conservative","Man","White","Accountable","About the right amount",1.03722982830369
201801076350,"Associate's Degree","New England","Moderate","Woman","White","Accountable","Too much time",0.712002221219428
201801076365,"Some College","New England","Conservative","Man","White","Punish","Too little time",0.765160337232628
201801076374,"College graduate","New England","Liberal","Man","White","Punish","Too much time",0.487636479397054
201801076381,"Postgraduate","New England","Moderate","Woman","Asian","Accountable","Too little time",2.74042652060944
201801076421,"College graduate","New England","Very Conservative","Woman","Black","Punish","Too little time",1.07804528109772
201801076424,"Some College","New England","Moderate","Man","White","Punish","About the right amount",0.946396642031297
201801076454,"College graduate","New England","Moderate","Woman","White","Accountable","About the right amount",0.351779451465159
201801076457,"Postgraduate","New England","Conservative","Woman","White","Punish","Too little time",0.395120890826842
201801076563,"Some College","New England","Moderate","Woman","White","Accountable","Too little time",1.10243842556664
201801076564,"Postgraduate","New England","Moderate","Man","White","Punish","About the right amount",0.622593579590524
201801076714,"Associate's Degree","New England","Very Liberal","Woman","White","Accountable","Too much time",0.625131844705143
201801076757,"College graduate","New England","Very Conservative","Woman","White","Punish","Too little time",0.504451483325617
201801076775,"Postgraduate","New England","Liberal","Woman","White","Punish","Too little time",1.04654203966662
201801076794,"College graduate","East South Central","Conservative","Woman","White","Punish","About the right amount",0.712533453062194
201801076847,"Associate's Degree","New England","Moderate","Woman","White","Accountable","About the right amount",0.680187750905768
201801076868,"High School Graduate","New England","Conservative","Woman","White","Accountable","Too little time",1.54748806513912
201801076947,"Some College","New England","Moderate","Woman","White","Accountable","Too little time",0.456232663047869
201801076949,"College graduate","New England","Liberal","Man","White","Accountable","Too much time",0.705201626866776
201801076984,"College graduate","New England","Conservative","Man","White",NA,"Too little time",0.588921182021321
201801077098,"Postgraduate","New England","Moderate","Woman","White","Punish","About the right amount",0.550847232352579
201801077111,"Postgraduate","New England","Moderate","Woman","White","Punish","Too little time",0.39864418917665
201801077112,"College graduate","New England","Moderate","Woman","White","Accountable","About the right amount",1.10739213093532
201801077133,"Some College","New England","Moderate","Man","White","Punish","About the right amount",8.0367089863816
201801077164,"High School Graduate","New England","Moderate","Woman","White",NA,"Too little time",2.05385477787595
